folder_id,type,language,ambiente_clima,lavoro_economia,costo_vita,salute_welfare,istruzione_formazione,uguaglianza_genere,difesa_sicurezza,immigrazione,democrazia_legalita,abitazione,keywords,sentiment,propaganda
2025-09-27_004,video,it,1,3,1,2,2,1,2,1,4,1,diritto alla manifestazione;blocchi illegali;diritto al lavoro;mobilità;caos;ordine pubblico,negative,medium
2025-09-28_001,video,it,2,4,1,1,1,1,1,1,1,1,ponte;Grand Canyon;stretto di Messina;opera strategica;sviluppo;lavoro;giovani,positive,medium
2025-09-28_002,video,it,1,1,1,1,2,1,3,5,1,1,immigrazione;reati;irregolari;scippi;rapine;rimandare;controllo,negative,high
2025-09-28_003,video,it,1,1,1,1,1,1,1,1,1,1,volley;campioni del mondo;Italia;titolo;sport;orgoglio,positive,none
2025-09-28_004,image,it,1,1,1,1,1,1,3,1,5,1,proiettile;Chiesa;malavita;legalità;giustizia;minaccia,negative,high
2025-09-28_005,video,it,1,1,1,1,1,1,1,1,3,1,Lega;libertà;coraggio;determinati;paura,positive,high
2025-09-29_001,video,it,3,5,2,1,3,1,3,1,1,1,Motonave Ambrosiana;navigazione laghi;assunzioni;pendolari;turismo;lavoro;Guardia Costiera,positive,low
2025-09-29_002,image,it,1,1,1,1,1,1,1,1,1,1,Marchigiani;Acquaroli;Presidente;elezioni regionali;vittoria;P!?;NR Marche,positive,high
2025-09-29_003,video,it,1,1,1,1,1,1,5,1,2,1,Polizia di Stato;sicurezza;dedizione;protettore;italiani,positive,low
2025-09-29_004,image,it,1,1,1,1,1,1,1,1,1,1,Silvio;compleanno;auguri;anniversario,neutral,none
2025-09-30_001,video,it,4,4,1,1,1,1,1,1,1,1,Expo Ferroviaria 2025;treno green;Altamura-Matera;idrogeno;sostenibilità;industria ferroviaria;Bruxelles,positive,medium
2025-09-30_002,video,it,1,1,1,1,1,1,3,1,1,1,Global Sub-Bus Lottiglia;Marina Militare;nave alfino;coordinamento;posizione;trasferimento,neutral,none
2025-09-30_003,video,it,1,1,1,1,1,1,5,4,5,1,processo;Cassazione;confini;clandestini;difendere;dovere;diritto,negative,high
2025-09-30_004,video,it,1,1,1,1,1,1,1,1,3,1,antisemitismo;aggressione;Firenze;tollerabile;diritti,negative,high
2025-09-30_005,video,it,1,1,1,1,1,1,3,1,2,1,manifestare;Palestina;acque internazionali;scontro;zona di guerra;incidente diplomatico,negative,medium
2025-10-01_001,image,it,1,2,1,1,1,1,1,1,2,1,Flotilla;diplomazia internazionale;sindacati di sinistra;sciopero;provocazione,negative,high
2025-10-01_002,video,it,1,3,1,1,1,1,1,1,2,1,scontro;lavoratori;proposta Lega;cortei;manifestazioni;cauzione,negative,medium
2025-10-01_003,video,it,1,1,1,1,1,1,1,1,2,1,aiuti;Gaza;canale diretto;Pizzaballa;missione;Israele,negative,high
2025-10-01_004,video,it,1,1,1,1,1,1,3,2,3,1,sindaco PD;ostaggi israeliani;tagliagole islamici;genocidio;follia;vergogna,negative,high
2025-10-01_005,video,it,1,2,1,1,1,1,1,5,3,1,estremismo islamico;cultura;valori;immigrazione;diritto di rimanere;tornare al paese,negative,high
2025-10-01_006,image,it,1,1,1,1,3,1,4,5,3,1,Polizia Locale;illegalità;minorenni;famiglie Rom;criminalità;futuro dignitoso,negative,high
2025-10-02_001,video,it,1,1,1,1,1,1,1,1,1,1,pro-caos;critica;politica,negative,high
2025-10-02_002,video,it,1,4,1,1,2,1,3,1,5,1,sciopero illegittimo;buonsenso;sanzioni;ordine pubblico;lavoratori;rispetto delle regole,negative,high
2025-10-02_003,image,it,1,1,1,1,1,1,3,1,3,1,Manchester;attacco terroristico;antisemitismo;Yom Kippur;sinagoga;estremismo islamico,negative,medium
2025-10-02_004,image,it,1,1,1,1,1,1,3,1,4,1,Ministro dei Trasporti;manifestazione;scioperare;cauzione;conseguenze penalmente,negative,high
2025-10-03_001,video,it,1,1,1,1,1,1,1,1,1,1,Reggio Calabria;piazza;bellissima;grazie,positive,none
2025-10-03_002,image,it,1,2,1,1,1,1,1,1,2,1,Reggio Calabria;Lega;centrodestra;buon governo;Roberto Occhiuto;Calabria,positive,medium
2025-10-03_003,video,it,1,1,1,1,1,1,1,1,1,1,Salvini;sciopero;Ministro;lotta;politica;critica,negative,high
2025-10-03_004,video,it,1,4,3,3,2,1,4,1,5,1,sciopero illegittimo;sanzioni;diritto di sciopero;Forze dell'Ordine;revisione legge;danni;cauzione,negative,high
2025-10-03_005,image,it,1,1,1,1,1,1,1,1,3,1,Salvini;Genova;minacce;violenza;libertà;battaglie,positive,high
2025-10-04_001,video,it,3,2,1,1,1,1,2,1,1,1,autobus;investimento pubblico;connettività;MilanoCortina2026;Calabria;trasporti,positive,medium
2025-10-04_002,video,it,1,1,1,1,1,1,4,1,3,1,scontri;violenze;Polizia;Carabinieri;criminali;divisa,negative,medium
2025-10-04_003,image,it,1,1,1,1,1,1,1,1,3,1,carneficina;barbarie;manifestazioni;Hamas;vergogna;forze politiche,negative,high
2025-10-04_004,image,it,1,1,1,1,1,1,1,1,3,1,Roma;Piazza dei 500;Fascista;Falce e Martello;critica,negative,high
2025-10-04_005,image,it,1,3,1,1,1,1,1,1,1,1,insulti;minacce;lavoro;comunisti;politica,negative,high
2025-10-04_006,image,it,1,1,1,1,1,1,4,1,2,1,San Francesco d’Assisi;PACE;eserciti europei;diplomazia;Ucraina;Gaza,negative,high
2025-10-05_001,video,it,1,1,1,1,1,1,1,1,1,1,Reggio Calabria;Lega;Hamas;Palestinesi;Israeliani;assassini;ostaggio,negative,high
2025-10-05_002,video,it,1,1,1,1,1,1,1,1,3,1,Silvio Berlusconi;lutto nazionale;Maria Elena Adeglia;festeggiare;politica;scuse,negative,high
2025-10-05_003,video,it,1,1,1,1,1,1,1,1,3,1,Hamas;finanziamenti;parlamentari;teatro;critica politica;conduttrice,negative,high
2025-10-05_004,video,it,3,5,4,1,2,1,1,1,2,1,Ponte sullo Stretto;Calabria;Sicilia;lavoro;sviluppo;pendolari;trasporti,positive,high
2025-10-05_005,image,it,1,1,1,1,1,1,1,1,1,5,casa;sgomberata;restituita;anziana;occupano;lega,positive,medium
2025-10-05_006,image,it,1,1,1,1,1,1,1,1,1,1,Sammy Basso;ricordo;intelligenza;coraggio,neutral,none
2025-10-06_001,image,it,1,1,1,1,1,1,4,1,2,1,Forze dell'Ordine;crimine;reati sessuali;Modena;arresto;tolleranza zero,negative,high
2025-10-06_002,image,it,1,4,1,1,1,1,1,1,2,1,Calabria;buon governo;infrastrutture;Ponte sullo Stretto;lavoro;voto,positive,high
2025-10-06_003,image,it,1,1,1,1,1,1,3,1,2,1,Calabria;centrodestra;Forze dell'Ordine;elezioni regionali;Roberto Occhiuto;vittoria,positive,high
2025-10-06_004,video,it,1,1,1,1,1,1,1,1,4,1,Liliana Segre;antisemitismo;sinagoga;vergogna;senatrice;genocidio,negative,high
2025-10-06_005,image,it,1,2,1,1,1,1,1,1,4,1,sciopero;Cgil;garante degli scioperi;illegalità;scontro;responsabilità;legge,negative,high
2025-10-06_006,image,it,1,1,1,1,1,1,1,1,1,1,vergognosi;pericolosi;resistenza;palestinese,negative,high
2025-10-07_001,video,it,1,1,1,1,1,1,1,1,1,1,Silvio Berlusconi;poveri comunisti;contestatori;frase,negative,high
2025-10-07_002,video,it,1,1,1,1,1,1,4,1,3,1,Polizia;bombe carta;fumogeni;teppisti rossi;agente ferito;forza delle idee,negative,high
2025-10-07_004,image,it,1,1,1,1,1,1,1,1,4,1,voto segreto;organizzazione criminale;processo;Salis;vergogna;Parlamento Europeo,negative,high
2025-10-07_005,video,it,1,1,1,1,1,1,5,1,4,1,terrorismo;Hamas;Medio Oriente;sicurezza;fanatismo;libertà,negative,high
2025-10-08_001,video,it,1,1,1,3,1,1,2,1,3,1,trattative di pace;Hamas;Israele;sinistra;Gaza;clima politico;flottiglia,negative,high
2025-10-08_002,image,it,1,1,1,1,4,1,3,1,2,1,Università Statale;collettivo rosso;studenti;Forze dell'Ordine;protesta;occupazione,negative,medium
2025-10-08_003,video,it,1,1,1,1,1,1,1,1,1,1,Cretino;criminale;grazie,negative,high
2025-10-08_004,video,it,1,1,1,1,1,1,2,3,2,1,Toscana;politica;Palestina;Lega;libertà;paghi,negative,high
2025-10-08_005,video,it,1,1,1,1,1,1,1,1,1,1,confini;Toscana;Lombardia;ponte;geografia,negative,none
2025-10-08_006,image,it,1,1,1,1,1,1,1,1,2,1,Sondrio;castrazione chimica;espulsione;violenza,negative,high
2025-10-08_007,video,it,1,1,1,1,1,1,3,1,4,1,manifestazioni;autorizzazione;Polizia;stato terrorista;aggressioni,negative,high
2025-10-09_001,image,it,3,1,1,1,1,1,1,1,1,1,Vajont;Monte Toc;frana;tragedia;scelte umane;vittime,negative,low
2025-10-09_002,image,it,1,1,1,1,1,1,3,1,1,1,Trump;Israele;Hamas;accordo,neutral,low
2025-10-09_003,video,it,1,1,1,1,1,1,3,1,2,1,Gaza;cessate il fuoco;ostaggi;Trump;Lega;ricostruzione;Palestina,positive,high
2025-10-09_004,image,it,1,1,1,1,1,1,4,1,1,1,ostaggi israeliani;cessate il fuoco;Gaza;accordo;Premio Nobel per la Pace,positive,medium
2025-10-10_001,video,it,1,1,1,1,1,1,1,1,1,1,Firenze;Toscana;Lega;accoglienza;cambiare le cose,positive,high
2025-10-10_002,video,it,1,1,1,1,1,1,1,1,2,1,Francesca Albanese;piano di pace;Netanyahu;Hamas;ONU;cittadinanza onoraria,negative,high
2025-10-10_003,video,it,1,1,1,1,1,1,1,1,1,1,mercato;Signa;Lega;contestatori;Principessa;fumama,negative,high
2025-10-10_004,video,it,1,2,1,1,1,1,5,1,4,1,sgombero;caserma occupata;criminalità;zona rossa;sicurezza;delinquenti;legalità,negative,high
2025-10-10_005,video,it,1,2,1,1,1,1,3,2,3,1,Trump;diplomazia;cessate il fuoco;Israele;Hamas;Russia;Ucraina,positive,high
2025-10-10_006,video,it,1,1,1,1,1,1,3,3,4,1,Charlie Kirk;libertà;immigrazione clandestina;difesa dei confini;idee;Milano,negative,high
2025-10-11_001,video,it,1,1,1,1,1,1,1,1,1,1,ragazza;carabinieri;aiutare;famiglia;incoraggiamento,positive,none
