folder_id,type,language,ambiente_clima,lavoro_economia,costo_vita,salute_welfare,istruzione_formazione,uguaglianza_genere,difesa_sicurezza,immigrazione,democrazia_legalita,abitazione,keywords,sentiment,propaganda
2025-12-16_001,video,it,1,1,1,1,1,1,1,1,2,1,Palazzo Tursi;Babbo Natale;feste;bambini;laboratori;Comune di Genova,positive,none
2025-12-19_001,image,it,1,4,2,1,3,2,1,1,3,1,sindaca;centrosinistra;lavoratori;equità sociale;leader;elettorale;laicità,mixed,medium
2025-12-19_002,video,it,1,3,1,1,1,1,1,1,3,1,bilancio comunale;approvazione;sforzi;responsabilità;ostruzionismo;distensione,positive,low
2025-12-20_001,image,it,1,1,1,1,1,1,1,1,2,1,Genova;sindaca;amministrazione;tradizioni;cittadini;responsabilità,positive,low
2025-12-24_001,video,it,1,2,1,2,1,1,1,1,3,2,Sindaca di Genova;tempo;cittadini;quartieri;emergenza;progettare;affetti,positive,low
2025-12-25_001,image,it,1,1,1,2,1,1,1,1,1,1,volontariato;Sant'Egidio;Genova;solidarietà;istituzioni;Natale,positive,low
2025-12-25_002,image,it,1,1,2,1,1,1,1,1,1,1,Natale;famiglia;perdita;tavola;pensiero,negative,none
2025-12-25_003,video,it,1,1,1,1,1,1,1,1,1,1,Natale;Genova;auguri;bambini;ringraziamento,positive,none
2025-12-27_001,image,it,1,5,4,2,4,1,1,1,3,2,sviluppo;Genova;blue economy;sburocratizzazione;lavoro;ex Ilva;commercio di prossimità,positive,low
2025-12-27_002,image,it,1,1,1,1,1,1,1,1,1,1,Presepe di Pentema;tradizioni;volontariato;patrimonio culturale;identità;comunità,positive,none
2025-12-28_001,video,it,1,1,1,1,1,2,1,2,5,1,antifascismo;Cervi;Resistenza;Costituzione;libertà;vigilanza;democrazia,negative,high
2025-12-29_001,video,it,1,1,1,1,1,1,1,1,3,1,indagini;Hamas;solidarietà palestinese;magistratura;fotomontaggi;sindaci,negative,medium
2025-12-30_001,video,it,5,4,1,1,1,1,1,1,1,1,igiene urbana;raccolta differenziata;rifiuti;lavoratori;piano natale;smaltimento,positive,low
2025-12-31_001,image,it,1,1,1,1,1,1,1,1,1,1,Genova;2026;augurio,positive,none
2025-12-31_002,video,it,3,4,3,4,4,1,1,1,3,2,Genova;servizi di prossimità;ex Ilva;mobilità;decentramento;studentato;debiti AMT;Val Bisagno,positive,medium
2026-01-01_001,video,it,1,2,1,1,1,1,1,1,1,1,festa;Genova;piazza della Vittoria;grande musica;ripartire;lavoro,positive,low
2026-01-04_001,image,it,1,1,1,1,1,1,1,1,1,1,neve;sosta;batterie;ripartire,positive,none
2026-01-06_001,image,it,1,1,1,1,1,1,2,1,1,1,Befana;Genova;Comune;famiglie;Natale;piazza Matteotti,positive,none
2026-01-07_001,video,it,1,1,1,1,1,3,1,1,4,1,sindaco;provocazioni;classe dirigente;galateo;istituzioni;attacchi personali,negative,medium
2026-01-09_001,video,it,1,2,1,1,1,1,1,1,1,1,Fiamma Olimpica;Genova;Olimpiadi;investimenti;valori olimpici;Milano-Cortina 2026,positive,none
2026-01-10_001,image,it,1,1,1,3,1,1,1,1,1,1,fiamma olimpica;pace;solidarietà;ospedale gaslini;speranza;comunità,positive,none
2026-01-11_001,video,it,1,1,1,1,2,1,2,1,5,1,Winter Park;Faccetta nera;nostalgie fasciste;simboli fascismo;Genova;antifascista;sanzioni,negative,high
2026-01-11_002,image,it,1,1,1,1,1,1,1,1,1,1,Fabrizio De André;Genova;identità culturale;margini;umanità;libertà,positive,none
2026-01-12_001,video,it,5,1,1,1,1,1,2,1,2,1,cura del territorio;spazi pubblici;manutenzione;municipi;aree verdi;riordino,positive,low
2026-01-13_001,video,it,1,3,4,1,2,4,1,2,5,4,Iran;democrazia;libertà;inflazione;diritti;donne;repressione;Genova,negative,high
2026-01-14_001,video,it,5,1,1,4,1,2,2,1,1,1,verde pubblico;task force;stanziamento fondi;cambiamenti climatici;monitoraggio piante;benessere;Genova,positive,low
2026-01-18_001,image,it,1,3,3,3,4,1,5,2,3,1,disagio giovanile;sicurezza;politiche sociali;investire scuole;sostegno psicologico;realtà politica,negative,high
2026-01-19_001,video,it,1,4,3,1,1,1,2,1,1,1,ponti;impalcati;sicurezza;infrastrutture;fondi;Genova;emergenza,negative,medium
2026-01-19_002,video,it,1,3,2,1,1,1,1,1,3,1,Amt;fallimento;Comune di Genova;risanamento;debito;bilancio;giunta di destra,negative,high
2026-01-23_001,video,it,1,5,1,1,2,1,3,1,5,1,Guido Rossa;operaio;delegato sindacale;lotta operaia;democrazia;sacrificio;industria,positive,medium
2026-01-26_001,video,it,1,2,1,2,5,1,1,1,1,1,scuole dell'infanzia;emergenza insegnanti;servizio pubblico;assunzione personale;piano formativo;Genova,positive,low
2026-01-27_001,video,it,1,1,1,1,2,3,3,1,5,1,fascismo;memoria;diritti umani;democrazia;progressismo;leggi razziali,negative,high
2026-01-28_001,video,it,1,1,1,1,1,1,5,1,3,1,sicurezza;paura;speranza;governo;dati;città metropolitane;centrodestra,negative,high
2026-01-29_001,video,it,1,2,2,4,1,1,1,1,2,5,persone senza dimora;volontariato;solidarietà;Genova;rilevazione;assistenza;istituzioni,mixed,medium
2026-01-30_001,video,it,1,4,3,1,1,1,1,1,3,1,Amt;bilancio 2024;debiti;risanamento;trasporto pubblico;fallimento;servizio,negative,medium
2026-01-30_002,video,it,4,2,2,3,4,1,1,1,1,3,giunta itinerante;ex ospedale psichiatrico;aree verdi;decoro urbano;scuole;sopralluoghi,positive,medium
2026-02-01_001,video,it,1,1,1,1,1,1,1,2,5,1,Giulio Regeni;verità;giustizia;diritti umani;democrazia;Genova;Palazzo Tursi,negative,high
2026-02-03_001,image,it,1,1,1,1,1,1,1,1,3,1,Giulio Regeni;verità e giustizia;Palazzo Tursi;relazioni con l'Egitto;ricordo;governo italiano,negative,medium
2026-02-04_001,image,it,1,1,1,1,1,1,1,1,1,1,concerto;Fiorella Mannoia;Fabrizio De André;solitudine;margini;cultura;Genova,positive,none
2026-02-05_001,image,it,1,1,1,2,5,1,1,1,1,1,scuole;educazione;sistema educativo;vandalismo;scuola pubblica;spirito critico,positive,low
2026-02-07_001,image,it,1,1,1,1,1,1,1,1,1,1,Olimpiadi;Milano Cortina 2026;sport;armonia;atleta;resilienza;sogni,positive,none
2026-02-08_001,image,it,1,2,3,1,1,1,1,1,3,2,Infrastrutture;finanziamenti;Genova;trasporti;progetti;amministrazione;Rixi,negative,high
2026-02-09_001,image,it,1,1,1,1,1,1,1,1,1,1,Genova;sport;pallanuoto;Ju Jitsu;evento;organizzazione;atleti,positive,none
2026-02-10_001,image,it,1,1,1,1,1,1,1,1,2,1,elezioni;Comune;poteri forti;politica;memoria;papà,negative,none
2026-02-11_001,video,it,1,2,1,1,1,1,1,2,1,1,turismo;Genova;crescita;turisti stranieri;eventi;sviluppo urbano,positive,low
2026-02-12_001,video,it,1,2,1,3,1,1,1,1,3,1,riqualificazione;stadio;interesse pubblico;concessione;investimento;servizi pubblici;trasparenza,positive,medium
2026-02-14_001,image,it,1,1,1,1,1,1,1,1,1,1,Cremona;Talk;podcast;notizie;Teatro Ponchielli;direttore,positive,none
2026-02-15_001,image,it,1,1,1,1,1,1,1,1,1,1,Carnevale;Genova;tradizione popolare;spazi pubblici;cultura;socialità,positive,none
2026-02-18_001,video,it,5,2,1,1,1,1,1,1,1,1,raccolta differenziata;Genova;spazi comuni;servizi efficienti;campagna AMIU;gesto semplice,positive,none
2026-02-19_001,video,it,1,3,4,2,4,1,3,1,3,1,Genova;sindaca;età media;giovani;esodo;servizi per i giovani;politica progressista,mixed,low
2026-02-19_002,image,it,3,1,1,3,1,1,3,1,1,4,maltempo;cedimento muraglione;evacuazione;assistenza abitativa;intervento strutturale;prevenzione,negative,medium
2026-02-22_001,image,it,1,1,1,3,1,1,1,1,1,1,donare sangue;Fidas;volontariato;solidarietà;Genova,positive,none
2026-02-24_001,video,it,1,1,1,1,1,1,5,1,2,1,sicurezza urbana;pattuglie;polizia locale;prevenzione;centro storico;zone a vigilanza rafforzata,positive,medium
2026-02-25_001,video,it,1,4,1,1,1,1,1,1,3,1,Stadio Luigi Ferraris;riqualificazione;concessione;interesse pubblico;investimento privato;risorse pubbliche,negative,high
2026-02-27_001,video,it,2,1,3,4,4,1,1,1,3,3,Valpolcevera;giunte itineranti;decentramento;cantieri pubblici;allagamenti;poliambulatorio;scuola di infanzia;progetti sociali,positive,low
